name,time (ms),CARR.AverageLayersDl,DRB.UEThpDl,DRB.UEThpUl,MM.HoExeInterReq,MM.HoExeInterSucc,MM.HoExeIntraReq,MM.HoExeIntraSucc,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnEstabAtt.mo-Data,RRC.ConnEstabAtt.mo-VideoCall,RRC.ConnEstabAtt.mo-VoiceCall,RRC.ConnEstabFailCause.NetworkReject,RRC.ConnEstabSucc.mo-Data,RRC.ConnEstabSucc.mo-VideoCall,RRC.ConnEstabSucc.mo-VoiceCall,RRC.ConnMax,RRC.ConnMean,RRU.MaxLayerDlMimo,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.AverageBeamsDl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,Viavi.isEnergySaving,_FrameCnt,_Ns3FrameCnt
CellReports,1721196525614,1,0.011800000444054604,0.03908560052514076,0,0,27,27,66.3863525390625,0.01740282532180086,11.800000190734863,39.085601806640625,0,0,0,0,0,0,0,12,4,1,273,273,3,100,10,273,1,S7/N77/C1,-548,-1209,25,7,4240821235048467,19,480.1468811035156,30,1,0,37,0,984,985
CellReports,1721196525614,1,0.01693440042436123,0.04344960302114487,0,0,18,18,49.50504684448242,0.013510746318145849,16.93440055847168,43.44960403442383,0,0,0,0,0,0,0,7,3,1,273,273,4,100,12,273,1,S5/N77/C1,1425,-88,25,5,4240821235048461,13,342.0742492675781,75,1,0,37,0,984,985
CellReports,1721196524606,1,0.03187520056962967,0.03705120086669922,0,0,27,27,66.3863525390625,0.01738438466853992,31.875200271606445,37.05120086669922,0,0,0,0,0,0,0,12,4,1,273,273,9,100,24,273,1,S7/N77/C1,-548,-1209,25,7,4240821235048467,19,471.1812438964844,80,1,0,37,0,983,984
CellReports,1721196524606,1,0.01693440042436123,0.04344960302114487,0,0,18,18,49.50504684448242,0.013496994916696543,16.93440055847168,43.44960403442383,0,0,0,0,0,0,0,7,3,1,273,273,4,100,12,273,1,S5/N77/C1,1425,-88,25,5,4240821235048461,13,342.0742492675781,75,1,0,37,0,983,984
CellReports,1721196524606,1,0.03613840416073799,0.02263999730348587,0,0,23,23,96.772705078125,0.02396528066098485,36.138404846191406,22.639997482299805,0,0,0,0,0,0,0,9,7,1,273,273,18,100,49,273,1,S2/N77/C2,-500,1136,25,2,4240821235048453,5,373.0225524902344,61,1,120,37,0,983,984
CellReports,1721196524606,1,0.01992960087954998,0.04344960302114487,0,0,11,11,46.1287841796875,0.016530002988460548,19.929601669311523,43.44960403442383,0,0,0,0,0,0,0,6,2,1,273,273,5,100,14,273,1,S1/N77/C1,-1655,1065,25,1,4240821235048449,1,293.1271667480469,100,1,0,37,0,983,984
CellReports,1721196524606,1,0.036874398589134216,0.03813920170068741,0,0,19,19,66.3863525390625,0.019735575526892465,36.87439727783203,38.13920211791992,0,0,0,0,0,0,0,11,5,1,273,273,10,100,29,273,1,S5/N77/C2,1425,-88,25,5,4240821235048462,14,558.4521484375,74,1,120,37,0,983,984
CellReports,1721196524606,1,0.025790398940443993,0.039608001708984375,0,0,16,16,52.88130569458008,0.016462477762372908,25.7903995513916,39.608001708984375,0,0,0,0,0,0,0,9,4,1,273,273,7,100,20,273,1,S4/N77/C2,-1015,-80,25,4,4240821235048459,11,355.8913269042969,76,1,120,37,0,983,984
CellReports,1721196524606,1,0.009801600128412247,0.019617600366473198,0,0,16,16,52.88130569458008,0.012647302488428835,9.801600456237793,19.617599487304688,0,0,0,0,0,0,0,4,1,1,273,273,2,100,7,273,1,S4/N77/C1,-1015,-80,25,4,4240821235048458,10,187.40838623046875,98,1,0,37,0,983,984
CellReports,1721196524606,1,0.02969280071556568,0.038068801164627075,0,0,18,18,63.01008987426758,0.015022877456201744,29.692800521850586,38.06880187988281,0,0,0,0,0,0,0,7,6,1,273,273,8,100,24,273,1,S8/N77/C3,753,-1161,25,8,4240821235048472,24,470.89599609375,61,1,240,37,0,983,984
