name,time (ms),CARR.AverageLayersDl,DRB.UEThpDl,DRB.UEThpUl,MM.HoExeInterReq,MM.HoExeInterSucc,MM.HoExeIntraReq,MM.HoExeIntraSucc,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnEstabAtt.mo-Data,RRC.ConnEstabAtt.mo-VideoCall,RRC.ConnEstabAtt.mo-VoiceCall,RRC.ConnEstabFailCause.NetworkReject,RRC.ConnEstabSucc.mo-Data,RRC.ConnEstabSucc.mo-VideoCall,RRC.ConnEstabSucc.mo-VoiceCall,RRC.ConnMax,RRC.ConnMean,RRU.MaxLayerDlMimo,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.AverageBeamsDl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,Viavi.isEnergySaving,_FrameCnt,_Ns3FrameCnt
CellReports,1721194908924,1,0.015548000112175941,0.036128800362348557,0,0,26,26,49.50504684448242,0.02570091355695184,15.54800033569336,36.12879943847656,0,0,0,0,0,0,0,7,3,1,273,273,4,100,13,273,1,S4/N77/C2,-1015,-80,25,4,4240821235048459,11,316.800048828125,52,1,120,37,0,1740,1741
CellReports,1721194908924,1,0.020473601296544075,0.03908880054950714,0,0,24,24,52.88130569458008,0.023534479219977797,20.473600387573242,39.088802337646484,0,0,0,0,0,0,0,5,3,1,273,273,5,100,14,273,1,S4/N77/C1,-1015,-80,25,4,4240821235048458,10,393.66650390625,68,1,0,37,0,1740,1741
CellReports,1721194908924,1,0.03526320308446884,0.04021120071411133,0,0,30,30,52.88130569458008,0.029654890684520308,35.26320266723633,40.21120071411133,0,0,0,0,0,0,0,11,5,1,273,273,9,100,25,273,1,S5/N77/C2,1425,-88,25,5,4240821235048462,14,376.2841796875,71,1,120,37,0,1740,1741
CellReports,1721194908924,1,0.041893597692251205,0.02943439967930317,0,0,23,23,59.63383102416992,0.03766882203060001,41.89359664916992,29.43440055847168,0,0,0,0,0,0,0,12,12,1,273,273,15,100,42,273,1,S3/N77/C2,1042,1095,25,3,4240821235048456,8,289.7416076660156,36,1,120,37,0,1740,1741
CellReports,1721194908924,1,0.018561599776148796,0.03394719958305359,0,0,24,24,46.1287841796875,0.023771755361646354,18.561599731445312,33.947200775146484,0,0,0,0,0,0,0,5,3,1,273,273,4,100,13,273,1,S8/N77/C2,753,-1161,25,8,4240821235048471,23,242.5383758544922,62,1,120,37,0,1740,1741
CellReports,1721194908924,1,0.017291199415922165,0.03458399698138237,0,0,30,30,56.257568359375,0.02489905149716258,17.29119873046875,34.5839958190918,0,0,0,0,0,0,0,7,5,1,273,273,5,100,14,273,1,S8/N77/C3,753,-1161,25,8,4240821235048472,24,314.6670227050781,41,1,240,37,0,1740,1741
CellReports,1721194908924,1,0.02576959878206253,0.03893759846687317,0,0,13,13,46.1287841796875,0.026112629866013072,25.76959800720215,38.937599182128906,0,0,0,0,0,0,0,6,5,1,273,273,6,100,18,273,1,S1/N77/C1,-1655,1065,25,1,4240821235048449,1,260.3667297363281,52,1,0,37,0,1740,1741
CellReports,1721194908924,1,0.027086399495601654,0.03940320014953613,0,0,69,69,49.50504684448242,0.027497834851169384,27.08639907836914,39.4031982421875,0,0,0,0,0,0,0,10,3,1,273,273,7,100,21,273,1,S3/N77/C3,1042,1095,25,3,4240821235048457,9,331.69952392578125,90,1,240,37,0,1740,1741
CellReports,1721194908924,0,0,0,0,0,14,14,36,0.021895116786630992,0,0,0,0,0,0,0,0,0,7,0,0,273,273,0,0,0,0,1,S7/N77/C3,-548,-1209,25,7,4240821235048469,21,0,,1,240,37,0,1740,1741
CellReports,1721194908924,1,0.013995999470353127,0.04103600233793259,0,0,36,36,56.257568359375,0.025451445360573113,13.995999336242676,41.03600311279297,0,0,0,0,0,0,0,8,3,1,273,273,3,100,10,273,1,S6/N77/C2,-1654,-890,25,6,4240821235048465,17,450.2008056640625,46,1,120,37,0,1740,1741
