name,time (ms),DRB.EstabSucc,DRB.UECqiDl,DRB.UECqiUl,DRB.UEThpDl,DRB.UEThpUl,QF.EstabAttNbr,QF.EstabSuccNbr,QF.RelActNbr,QF.ReleaseAttNbr,RRU.PrbUsedDl,RRU.PrbUsedUl,SM.PDUSessionSetupReq,SM.PDUSessionSetupSucc,TB.TotNbrDl,TB.TotNbrUl,Viavi.CA.cells,Viavi.Cell.Name,Viavi.Cell.beam,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.QoS.5qi,Viavi.QoS.Priority,Viavi.QoS.Score,Viavi.UE.Name,Viavi.UE.RsSinr,Viavi.UE.Rsrp,Viavi.UE.Rsrq,Viavi.UE.Slice,Viavi.UE.anomalies,Viavi.UE.targetThroughputDl,Viavi.mMIMO.Beamforming,Viavi.mMIMO.Group,Viavi.mMIMO.Type,_QF.AbnormDuration,_QF.NormDuration,neighbor,report
UEReports,1721118658288,,13,13,0.0040711998008191586,0.006662399973720312,,,,,3,45,,,52982,8270,1,S4/N77/C3,6,883,-1000,2,1,20,2,Pedestrian-51,23.075347900390625,-99.1534423828125,-10.813152313232422,eMBB,0,0,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,13,13,0.00834800023585558,0.005339200142771006,,,,,6,39,,,45919,8312,1,S3/N77/C3,6,-1468,-991,2,1,20,0,Pedestrian-38,23.075347900390625,-99.1534423828125,-10.813152313232422,eMBB,0,0,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,15,15,0,0.005608799867331982,,,,,0,39,,,51611,8348,1,S2/N77/C3,5,-996,-526,2,1,20,0,Pedestrian-35,28.075347900390625,-94.1534423828125,-10.798571586608887,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,0,0,0.0003615999885369092,0.0006192000000737607,,,,,7,91,,,54243,8382,1,S4/N77/C2,9,1611,-1088,46,1,20,7,Indoor-10,-6.924651622772217,-129.1534423828125,-18.51918601989746,eMBB,0,0.004999999888241291,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,15,15,0,0.006207999773323536,,,,,0,39,,,57429,8362,1,S2/N77/C3,6,-502,51,2,1,20,0,Pedestrian-13,30.075347900390625,-92.1534423828125,-10.7960786819458,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,13,13,0.007895199581980705,0.014653599821031094,,,,,6,137,,,50463,8360,1,S4/N77/C1,8,2042,-5,2,1,20,79,Pedestrian-45,22.075347900390625,-100.1534423828125,-10.818659782409668,eMBB,0,0.009999999776482582,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,15,15,0.009405599907040596,0.006207999773323536,,,,,6,39,,,54110,8362,1,S3/N77/C3,3,-410,-1000,2,1,20,94,Pedestrian-34,37.075347900390625,-85.1534423828125,-10.79266357421875,eMBB,0,0.009999999776482582,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,15,15,0.00996480043977499,0.014483200386166573,,,,,7,91,,,56769,8348,1,S4/N77/C2,3,2416,-995,2,1,20,100,Pedestrian-36,26.075347900390625,-96.1534423828125,-10.802520751953125,eMBB,0,0.009999999776482582,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,0,0,0.0003279999946244061,0.0002623999898787588,,,,,6,39,,,47070,8382,1,S3/N77/C3,6,-561,-945,12,1,20,7,Indoor-8,-3.9246513843536377,-126.1534423828125,-16.193456649780273,eMBB,0,0.004999999888241291,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,10,10,0.0005536000244319439,0.010823200456798077,,,,,0,91,,,55490,8382,1,S4/N77/C2,6,2362,-1000,2,1,20,6,Pedestrian-44,16.075347900390625,-106.1534423828125,-10.897724151611328,eMBB,0,0.009999999776482582,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,15,15,0,0.006207999773323536,,,,,0,39,,,55469,8284,1,S2/N77/C3,3,70,505,2,1,20,0,Pedestrian-31,59.075347900390625,-63.153438568115234,-10.791817665100098,eMBB,0,0,Digital,1,SSB,,,,serving
UEReports,1721118658288,,12,12,0.0022144000977277756,0.006275999825447798,,,,,1,45,,,58044,8340,1,S4/N77/C3,3,1608,-1001,2,1,20,22,Pedestrian-48,21.075347900390625,-101.1534423828125,-10.825584411621094,eMBB,0,0.009999999776482582,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,0,0,0.00024080000002868474,0.00037120000342838466,,,,,4,55,,,50077,8382,1,S2/N77/C2,9,370,-56,12,1,20,5,Indoor-6,-3.9246513843536377,-126.1534423828125,-16.193456649780273,eMBB,0,0.004999999888241291,Digital,1,SSB,,,,serving
UEReports,1721118658288,,0,0,0.0003279999946244061,0.0002623999898787588,,,,,6,39,,,46996,8384,1,S3/N77/C3,1,-543,-990,12,1,20,7,Indoor-7,-8.924651145935059,-131.1534423828125,-20.23992347717285,eMBB,0,0.004999999888241291,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,11,11,0.0005536000244319439,0.006963999941945076,,,,,0,55,,,55629,8354,1,S2/N77/C2,5,1506,632,2,1,20,6,Pedestrian-50,18.075347900390625,-104.1534423828125,-10.858938217163086,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,0,0,0.00024080000002868474,0.000364800012903288,,,,,4,54,,,50077,8382,1,S2/N77/C2,9,333,-54,6,1,20,5,Indoor-4,-5.924651622772217,-128.1534423828125,-17.704923629760742,eMBB,0,0.004999999888241291,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.00996480043977499,0.008593600243330002,,,,,7,54,,,66357,8360,1,S1/N77/C1,9,-1494,1364,2,1,20,100,Pedestrian-18,38.075347900390625,-84.1534423828125,-10.792489051818848,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.00996480043977499,0.005411200225353241,,,,,7,34,,,57829,8384,1,S2/N77/C1,1,331,995,2,1,20,100,Pedestrian-25,44.075347900390625,-78.1534423828125,-10.791982650756836,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.00996480043977499,0.005411200225353241,,,,,7,34,,,57981,8362,1,S2/N77/C1,9,500,1231,2,1,20,100,Pedestrian-26,30.075347900390625,-92.1534423828125,-10.7960786819458,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
